Benchmark_Type; Integer_Type; Vector_Size; Thread_Count; Count; Bandwidth
1;2; 1024; 1; 231; 4.4329
1;2; 2048; 1; 407; 5.03194
1;2; 4096; 1; 798; 5.13283
1;2; 8192; 1; 1582; 5.17826
1;2; 16384; 1; 3150; 5.20127
1;2; 32768; 1; 6212; 5.27495
1;2; 65536; 1; 12312; 5.32294
1;2; 131072; 1; 24521; 5.3453
1;2; 262144; 1; 49968; 5.24624
1;2; 524288; 1; 103149; 5.08282
1;2; 1048576; 1; 206038; 5.08924
1;2; 2097152; 1; 412409; 5.08513
1;2; 4194304; 1; 824767; 5.08544
1;2; 8388608; 1; 1650992; 5.08095
1;2; 16777216; 1; 3285655; 5.1062
1;2; 33554432; 1; 10530990; 3.18626
1;2; 67108864; 1; 21993641; 3.05128
1;2; 134217728; 1; 43581144; 3.07972
1;2; 268435456; 1; 87141915; 3.08044
1;2; 536870912; 1; 174597810; 3.0749
1;4; 32; 1; 8; 4
1;4; 64; 1; 12; 5.33333
1;4; 128; 1; 21; 6.09524
1;4; 256; 1; 39; 6.5641
1;4; 512; 1; 74; 6.91892
1;4; 1024; 1; 146; 7.0137
1;4; 2048; 1; 247; 8.2915
1;4; 4096; 1; 475; 8.62316
1;4; 8192; 1; 935; 8.7615
1;4; 16384; 1; 1848; 8.8658
1;4; 32768; 1; 3699; 8.85861
1;4; 65536; 1; 7347; 8.9201
1;4; 131072; 1; 14678; 8.92983
1;4; 262144; 1; 30051; 8.7233
1;4; 524288; 1; 62284; 8.4177
1;4; 1048576; 1; 123420; 8.496
1;4; 2097152; 1; 247404; 8.47663
1;4; 4194304; 1; 493681; 8.49598
1;4; 8388608; 1; 988175; 8.48899
1;4; 16777216; 1; 1973550; 8.50103
1;4; 33554432; 1; 12194294; 2.75165
1;4; 67108864; 1; 25220893; 2.66084
1;4; 134217728; 1; 50871553; 2.63837
1;4; 268435456; 1; 102314314; 2.62364
1;4; 536870912; 1; 205349158; 2.61443
1;8; 32; 1; 6; 5.33333
1;8; 32; 2; 6; 10.6667
1;8; 32; 4; 6; 21.3333
1;8; 32; 8; 6; 42.6667
1;8; 64; 1; 12; 5.33333
1;8; 64; 2; 13; 9.84615
1;8; 64; 4; 12; 21.3333
1;8; 64; 8; 12; 42.6667
1;8; 128; 1; 24; 5.33333
1;8; 128; 2; 25; 10.24
1;8; 128; 4; 25; 20.48
1;8; 128; 8; 25; 40.96
1;8; 256; 1; 46; 5.56522
1;8; 256; 2; 48; 10.6667
1;8; 256; 4; 48; 21.3333
1;8; 256; 8; 47; 43.5745
1;8; 512; 1; 88; 5.81818
1;8; 512; 2; 91; 11.2527
1;8; 512; 4; 91; 22.5055
1;8; 512; 8; 93; 44.043
1;8; 1024; 1; 181; 5.65746
1;8; 1024; 2; 190; 10.7789
1;8; 1024; 4; 187; 21.9037
1;8; 1024; 8; 187; 43.8075
1;8; 2048; 1; 352; 5.81818
1;8; 2048; 2; 373; 10.9812
1;8; 2048; 4; 366; 22.3825
1;8; 2048; 8; 372; 44.043
1;8; 4096; 1; 694; 5.90202
1;8; 4096; 2; 737; 11.1153
1;8; 4096; 4; 723; 22.6611
1;8; 4096; 8; 715; 45.8294
1;8; 8192; 1; 1379; 5.94054
1;8; 8192; 2; 1445; 11.3384
1;8; 8192; 4; 1434; 22.8508
1;8; 8192; 8; 1419; 46.1846
1;8; 16384; 1; 2751; 5.95565
1;8; 16384; 2; 2868; 11.4254
1;8; 16384; 4; 2840; 23.0761
1;8; 16384; 8; 2829; 46.3316
1;8; 32768; 1; 5484; 5.9752
1;8; 32768; 2; 5828; 11.245
1;8; 32768; 4; 5719; 22.9187
1;8; 32768; 8; 5822; 45.0265
1;8; 65536; 1; 10984; 5.9665
1;8; 65536; 2; 11512; 11.3857
1;8; 65536; 4; 11371; 23.0537
1;8; 65536; 8; 11496; 45.6061
1;8; 131072; 1; 21912; 5.98175
1;8; 131072; 2; 22890; 11.4523
1;8; 131072; 4; 22785; 23.0102
1;8; 131072; 8; 22635; 46.3254
1;8; 262144; 1; 44044; 5.95187
1;8; 262144; 2; 46501; 11.2748
1;8; 262144; 4; 45970; 22.81
1;8; 262144; 8; 46006; 45.5843
1;8; 524288; 1; 89518; 5.85679
1;8; 524288; 2; 93453; 11.2204
1;8; 524288; 4; 92592; 22.6494
1;8; 524288; 8; 92390; 45.3978
1;8; 1048576; 1; 178704; 5.86767
1;8; 1048576; 2; 187969; 11.1569
1;8; 1048576; 4; 185162; 22.6521
1;8; 1048576; 8; 185540; 45.2119
1;8; 2097152; 1; 358754; 5.84565
1;8; 2097152; 2; 373140; 11.2406
1;8; 2097152; 4; 370744; 22.6264
1;8; 2097152; 8; 370688; 45.2597
1;8; 4194304; 1; 716154; 5.85671
1;8; 4194304; 2; 748481; 11.2075
1;8; 4194304; 4; 741246; 22.6338
1;8; 4194304; 8; 1249063; 26.8637
1;8; 8388608; 1; 1429924; 5.86647
1;8; 8388608; 2; 1517173; 11.0582
1;8; 8388608; 4; 2528072; 13.2727
1;8; 8388608; 8; 3346063; 20.0561
1;8; 16777216; 1; 2864732; 5.85647
1;8; 16777216; 2; 5261372; 6.37751
1;8; 16777216; 4; 5876763; 11.4194
1;8; 16777216; 8; 6666969; 20.1317
1;8; 33554432; 1; 9842241; 3.40923
1;8; 33554432; 2; 11262861; 5.95842
1;8; 33554432; 4; 11733407; 11.4389
1;8; 33554432; 8; 13352780; 20.1033
1;8; 67108864; 1; 20678287; 3.24538
1;8; 67108864; 2; 21605717; 6.21214
1;8; 67108864; 4; 22830327; 11.7578
1;8; 67108864; 8; 26012072; 20.6393
1;8; 134217728; 1; 41223244; 3.25587
1;8; 134217728; 2; 41732001; 6.43236
1;8; 134217728; 4; 43659271; 12.2968
1;8; 134217728; 8; 50033065; 21.4606
1;8; 268435456; 1; 81999333; 3.27363
1;8; 268435456; 2; 81892876; 6.55577
1;8; 268435456; 4; 83891516; 12.7992
1;8; 268435456; 8; 97345887; 22.0603
1;8; 536870912; 1; 163514032; 3.28333
1;8; 536870912; 2; 162627193; 6.60247
1;8; 536870912; 4; 168097483; 12.7752
1;8; 536870912; 8; 176508379; 24.3329
